,pageid,text,title,statistics,ml,text_preproc
1059,486492,The New England Journal of Medicine (NEJM) is a weekly medical journal published by the Massachusetts Medical Society. It is among the most prestigious peer-reviewed medical journals as well as the oldest continuously published one.,The New England Journal of Medicine,0,1,"['england', 'journal', 'medicine', 'nejm', 'weekly', 'medical', 'journal', 'published', 'massachusetts', 'medical', 'society', 'prestigious', 'peerreviewed', 'medical', 'journals', 'oldest', 'continuously', 'published']"
1060,30680,"The New York Times is an American daily newspaper based in New York City with a worldwide readership. It was founded in 1851 by Henry Jarvis Raymond and George Jones, and was initially published by Raymond, Jones & Company. The Times has won 132 Pulitzer Prizes, the most of any newspaper, and has long been regarded as a national ""newspaper of record"". It is ranked 18th in the world by circulation and 3rd in the U.S.The paper is owned by The New York Times Company, which is publicly traded. It has been governed by the Sulzberger family since 1896, through a dual-class share structure after its shares became publicly traded. A. G. Sulzberger and his father, Arthur Ochs Sulzberger Jr.—the paper's publisher and the company's chairman, respectively—are the fifth and fourth generations of the family to head the paper.Since the mid-1970s, The New York Times has expanded its layout and organization, adding special weekly sections on various topics supplementing the regular news, editorials, sports, and features. Since 2008, the Times has been organized into the following sections: News, Editorials/Opinions-Columns/Op-Ed, New York (metropolitan), Business, Sports, Arts, Science, Styles, Home, Travel, and other features. On Sundays, the Times is supplemented by the Sunday Review (formerly the Week in Review), The New York Times Book Review, The New York Times Magazine, and T: The New York Times Style Magazine.",The New York Times,0,1,"['york', 'times', 'american', 'daily', 'newspaper', 'based', 'york', 'city', 'worldwide', 'readership', 'founded', 'henry', 'jarvis', 'raymond', 'george', 'jones', 'initially', 'published', 'raymond', 'jones', 'company', 'times', 'won', 'pulitzer', 'prizes', 'newspaper', 'long', 'regarded', 'national', 'newspaper', 'record', 'ranked', 'circulation', 'usthe', 'paper', 'owned', 'york', 'times', 'company', 'publicly', 'traded', 'governed', 'sulzberger', 'family', 'dualclass', 'share', 'structure', 'shares', 'publicly', 'traded', 'sulzberger', 'father', 'arthur', 'ochs', 'sulzberger', 'jrthe', 'papers', 'publisher', 'companys', 'chairman', 'respectivelyare', 'fourth', 'generations', 'family', 'head', 'papersince', 'mids', 'york', 'times', 'expanded', 'layout', 'organization', 'adding', 'special', 'weekly', 'sections', 'topics', 'supplementing', 'regular', 'news', 'editorials', 'sports', 'features', 'times', 'organized', 'sections', 'news', 'editorialsopinionscolumnsoped', 'york', 'metropolitan', 'business', 'sports', 'arts', 'science', 'styles', 'travel', 'features', 'sundays', 'times', 'supplemented', 'sunday', 'review', 'week', 'review', 'york', 'times', 'book', 'review', 'york', 'times', 'magazine', 'york', 'times', 'style', 'magazine']"
1061,8016113,"Nils John Nilsson (February 6, 1933 – April 23, 2019) was an American computer scientist. He was one of the founding researchers in the discipline of artificial intelligence. He was the first Kumagai Professor of Engineering in computer science at Stanford University from 1991 until his retirement. He is particularly known for his contributions to search, planning, knowledge representation, and robotics.",Nils John Nilsson,0,1,"['nils', 'john', 'nilsson', 'february', 'april', 'american', 'scientist', 'founding', 'researchers', 'discipline', 'artificial', 'intelligence', 'kumagai', 'professor', 'engineering', 'science', 'stanford', 'university', 'retirement', 'contributions', 'search', 'planning', 'knowledge', 'representation', 'robotics']"
1062,3681279,"Non-negative matrix factorization (NMF or NNMF), also non-negative matrix approximation is a group of algorithms in multivariate analysis and linear algebra where a matrix V is factorized into (usually) two matrices W and H, with the property that all three matrices have no negative elements. This non-negativity makes the resulting matrices easier to inspect. Also, in applications such as processing of audio spectrograms or muscular activity, non-negativity is inherent to the data being considered. Since the problem is not exactly solvable in general, it is commonly approximated numerically.
NMF finds applications in such fields as astronomy, computer vision, document clustering, missing data imputation, chemometrics, audio signal processing, recommender systems, and bioinformatics.",Non-negative matrix factorization,0,1,"['nonnegative', 'matrix', 'factorization', 'nmf', 'nnmf', 'nonnegative', 'matrix', 'approximation', 'group', 'algorithms', 'multivariate', 'analysis', 'linear', 'algebra', 'matrix', 'factorized', 'matrices', 'property', 'matrices', 'negative', 'elements', 'nonnegativity', 'matrices', 'easier', 'inspect', 'applications', 'processing', 'audio', 'spectrograms', 'muscular', 'activity', 'nonnegativity', 'inherent', 'data', 'considered', 'problem', 'solvable', 'general', 'commonly', 'approximated', 'numerically', 'nmf', 'finds', 'applications', 'fields', 'astronomy', 'vision', 'document', 'clustering', 'missing', 'data', 'imputation', 'chemometrics', 'audio', 'signal', 'processing', 'recommender', 'systems', 'bioinformatics']"
1064,22509799,"Ordering points to identify the clustering structure (OPTICS) is an algorithm for finding density-based clusters in spatial data. It was presented by Mihael Ankerst, Markus M. Breunig, Hans-Peter Kriegel and Jörg Sander.
Its basic idea is similar to DBSCAN, but it addresses one of DBSCAN's major weaknesses: the problem of detecting meaningful clusters in data of varying density. To do so, the points of the database are (linearly) ordered such that spatially closest points become neighbors in the ordering. Additionally, a special distance is stored for each point that represents the density that must be accepted for a cluster so that both points belong to the same cluster. This is represented as a dendrogram.",OPTICS algorithm,0,1,"['ordering', 'points', 'identify', 'clustering', 'structure', 'optics', 'algorithm', 'finding', 'densitybased', 'clusters', 'spatial', 'data', 'presented', 'mihael', 'ankerst', 'markus', 'breunig', 'hanspeter', 'kriegel', 'jörg', 'sander', 'basic', 'idea', 'dbscan', 'addresses', 'dbscans', 'major', 'weaknesses', 'problem', 'detecting', 'meaningful', 'clusters', 'data', 'varying', 'density', 'points', 'database', 'linearly', 'ordered', 'spatially', 'closest', 'points', 'neighbors', 'ordering', 'additionally', 'special', 'distance', 'stored', 'point', 'represents', 'density', 'accepted', 'cluster', 'points', 'belong', 'cluster', 'represented', 'dendrogram']"
1065,44577560,"In computational learning theory, Occam learning is a model of algorithmic learning where the objective of the learner is to output a succinct representation of received training data. This is closely related to probably approximately correct (PAC) learning, where the learner is evaluated on its predictive power of a test set.
Occam learnability implies PAC learning, and for a wide variety of concept classes, the converse is also true: PAC learnability implies Occam learnability.",Occam learning,0,1,"['computational', 'learning', 'theory', 'occam', 'learning', 'model', 'algorithmic', 'learning', 'objective', 'learner', 'output', 'succinct', 'representation', 'received', 'training', 'data', 'closely', 'correct', 'pac', 'learning', 'learner', 'evaluated', 'predictive', 'power', 'test', 'set', 'occam', 'learnability', 'implies', 'pac', 'learning', 'wide', 'variety', 'concept', 'classes', 'converse', 'true', 'pac', 'learnability', 'implies', 'occam', 'learnability']"
1066,1555671,"Online advertising, also known as online marketing, Internet advertising, digital advertising or web advertising, is a form of marketing and advertising which uses the Internet to promote products and services to audiences and platform users.  Online advertising includes email marketing, search engine marketing (SEM), social media marketing, many types of display advertising (including web banner advertising), and mobile advertising. Advertisements are increasingly being delivered via automated software systems operating across multiple websites, media services and platforms, known as programmatic advertising.Like other advertising media, online advertising frequently involves a publisher, who integrates advertisements into its online content, and an advertiser, who provides the advertisements to be displayed on the publisher's content. Other potential participants include advertising agencies who help generate and place the ad copy, an ad server which technologically delivers the ad and tracks statistics, and advertising affiliates who do independent promotional work for the advertiser.
In 2016, Internet advertising revenues in the United States surpassed those of cable television and broadcast television.: 14    In 2017, Internet advertising revenues in the United States totaled $83.0 billion, a 14% increase over the $72.50 billion in revenues in 2016. And research estimates from 2019's online advertising spend puts it at $125.2 billion in the United States, some $54.8 billion higher than the spend on television ($70.4 billion).Many common online advertising practices are controversial and, as a result, have been increasingly subject to regulation. Many internet users also find online advertising disruptive and have increasingly turned to ad blocking for a variety of reasons. Online ad revenues also may not adequately replace other publishers' revenue streams. Declining ad revenue has led some publishers to place their content behind paywalls.",Online advertising,0,1,"['online', 'advertising', 'online', 'marketing', 'internet', 'advertising', 'digital', 'advertising', 'web', 'advertising', 'form', 'marketing', 'advertising', 'internet', 'promote', 'products', 'services', 'audiences', 'platform', 'users', 'online', 'advertising', 'includes', 'email', 'marketing', 'search', 'engine', 'marketing', 'sem', 'social', 'media', 'marketing', 'types', 'display', 'advertising', 'including', 'web', 'banner', 'advertising', 'mobile', 'advertising', 'advertisements', 'increasingly', 'delivered', 'automated', 'software', 'systems', 'operating', 'multiple', 'websites', 'media', 'services', 'platforms', 'programmatic', 'advertisinglike', 'advertising', 'media', 'online', 'advertising', 'frequently', 'involves', 'publisher', 'integrates', 'advertisements', 'online', 'content', 'advertiser', 'advertisements', 'displayed', 'publishers', 'content', 'potential', 'participants', 'include', 'advertising', 'agencies', 'generate', 'place', 'ad', 'copy', 'ad', 'server', 'technologically', 'delivers', 'ad', 'tracks', 'statistics', 'advertising', 'affiliates', 'independent', 'promotional', 'work', 'advertiser', 'internet', 'advertising', 'revenues', 'united', 'surpassed', 'cable', 'television', 'broadcast', 'television', 'internet', 'advertising', 'revenues', 'united', 'totaled', 'billion', 'increase', 'billion', 'revenues', 'estimates', 'online', 'advertising', 'spend', 'puts', 'billion', 'united', 'billion', 'higher', 'spend', 'television', 'billionmany', 'common', 'online', 'advertising', 'practices', 'controversial', 'result', 'increasingly', 'subject', 'regulation', 'internet', 'users', 'online', 'advertising', 'disruptive', 'increasingly', 'turned', 'ad', 'blocking', 'variety', 'reasons', 'online', 'ad', 'revenues', 'adequately', 'replace', 'publishers', 'revenue', 'streams', 'declining', 'ad', 'revenue', 'led', 'publishers', 'place', 'content', 'paywalls']"
1067,19892153,"In computer science, online machine learning is a method of machine learning in which data becomes available in a sequential order and is used to update the best predictor for future data at each step, as opposed to batch learning techniques which generate the best predictor by learning on the entire training data set at once. Online learning is a common technique used in areas of machine learning where it is computationally infeasible to train over the entire dataset, requiring the need of out-of-core algorithms. It is also used in situations where it is necessary for the algorithm to dynamically adapt to new patterns in the data, or when the data itself is generated as a function of time, e.g., stock price prediction.
Online learning algorithms may be prone to catastrophic interference, a problem that can be addressed by incremental learning approaches.",Online machine learning,0,1,"['science', 'online', 'machine', 'learning', 'method', 'machine', 'learning', 'data', 'sequential', 'order', 'update', 'predictor', 'future', 'data', 'step', 'opposed', 'batch', 'learning', 'techniques', 'generate', 'predictor', 'learning', 'entire', 'training', 'data', 'set', 'online', 'learning', 'common', 'technique', 'areas', 'machine', 'learning', 'computationally', 'infeasible', 'train', 'entire', 'dataset', 'requiring', 'outofcore', 'algorithms', 'situations', 'algorithm', 'dynamically', 'adapt', 'patterns', 'data', 'data', 'generated', 'function', 'time', 'stock', 'price', 'prediction', 'online', 'learning', 'algorithms', 'prone', 'catastrophic', 'interference', 'problem', 'addressed', 'incremental', 'learning', 'approaches']"
1068,277663,"Open-source software (OSS) is computer software that is released under a license in which the copyright holder grants users the rights to use, study, change, and distribute the software and its source code to anyone and for any purpose. Open-source software may be developed in a collaborative public manner. Open-source software is a prominent example of open collaboration, meaning any capable user is able to participate online in development, making the number of possible contributors indefinite. The ability to examine the code facilitates public trust in the software.Open-source software development can bring in diverse perspectives beyond those of a single company. A 2008 report by the Standish Group stated that adoption of open-source software models has resulted in savings of about $60 billion per year for consumers.Open source code can be used for studying and allows capable end users to adapt software to their personal needs in a similar way user scripts and custom style sheets allow for web sites, and eventually publish the modification as a fork for users with similar preferences, and directly submit possible improvements as pull requests.",Open-source software,0,1,"['opensource', 'software', 'oss', 'software', 'released', 'license', 'copyright', 'holder', 'grants', 'users', 'rights', 'study', 'change', 'distribute', 'software', 'source', 'code', 'purpose', 'opensource', 'software', 'developed', 'collaborative', 'public', 'manner', 'opensource', 'software', 'prominent', 'open', 'collaboration', 'meaning', 'capable', 'user', 'participate', 'online', 'development', 'making', 'number', 'contributors', 'indefinite', 'ability', 'examine', 'code', 'facilitates', 'public', 'trust', 'softwareopensource', 'software', 'development', 'bring', 'diverse', 'perspectives', 'single', 'company', 'report', 'standish', 'group', 'stated', 'adoption', 'opensource', 'software', 'models', 'savings', 'billion', 'year', 'consumersopen', 'source', 'code', 'studying', 'capable', 'users', 'adapt', 'software', 'personal', 'user', 'scripts', 'custom', 'style', 'sheets', 'web', 'sites', 'eventually', 'publish', 'modification', 'fork', 'users', 'preferences', 'submit', 'improvements', 'pull', 'requests']"
1069,58714104,"OpenAI Five is a computer program by OpenAI that plays the five-on-five video game Dota 2. Its first public appearance occurred in 2017, where it was demonstrated in a live one-on-one game against the professional player, Dendi, who lost to it. The following year, the system had advanced to the point of performing as a full team of five, and began playing against and showing the capability to defeat professional teams.
By choosing a game as complex as Dota 2 to study machine learning, OpenAI thought they could more accurately capture the unpredictability and continuity seen in the real world, thus constructing more general problem-solving systems. The algorithms and code used by OpenAI Five were eventually borrowed by another neural network in development by the company, one which controlled a physical robotic hand. OpenAI Five has been compared to other similar cases of artificial intelligence (AI) playing against and defeating humans, such as AlphaStar in the video game StarCraft II, AlphaGo in the board game Go, Deep Blue in chess, and Watson on the television game show Jeopardy!.",OpenAI Five,0,1,"['openai', 'program', 'openai', 'plays', 'fiveonfive', 'video', 'game', 'dota', 'public', 'appearance', 'occurred', 'demonstrated', 'live', 'oneonone', 'game', 'professional', 'player', 'dendi', 'lost', 'year', 'advanced', 'point', 'performing', 'team', 'began', 'playing', 'showing', 'capability', 'defeat', 'professional', 'teams', 'choosing', 'game', 'complex', 'dota', 'study', 'machine', 'learning', 'openai', 'thought', 'accurately', 'capture', 'unpredictability', 'continuity', 'real', 'constructing', 'general', 'problemsolving', 'systems', 'algorithms', 'code', 'openai', 'eventually', 'borrowed', 'neural', 'network', 'development', 'company', 'controlled', 'physical', 'robotic', 'hand', 'openai', 'compared', 'cases', 'artificial', 'intelligence', 'ai', 'playing', 'defeating', 'humans', 'alphastar', 'video', 'game', 'starcraft', 'ii', 'alphago', 'board', 'game', 'deep', 'blue', 'chess', 'watson', 'television', 'game', 'jeopardy']"
1070,42129549,"OpenNN (Open Neural Networks Library) is a software library written in the C++ programming language which implements neural networks, a main area of deep learning research. The library is open-source, licensed under the GNU Lesser General Public License.",OpenNN,0,1,"['opennn', 'open', 'neural', 'networks', 'library', 'software', 'library', 'written', 'programming', 'language', 'implements', 'neural', 'networks', 'main', 'area', 'deep', 'learning', 'library', 'opensource', 'licensed', 'gnu', 'lesser', 'general', 'public', 'license']"
1071,22194,"An operating system (OS) is system software that manages computer hardware, software resources, and provides common services for computer programs.
Time-sharing operating systems schedule tasks for efficient use of the system and may also include accounting software for cost allocation of processor time, mass storage, printing, and other resources.
For hardware functions such as input and output and memory allocation, the operating system acts as an intermediary between programs and the computer hardware, although the application code is usually executed directly by the hardware and frequently makes system calls to an OS function or is interrupted by it. Operating systems are found on many devices that contain a computer –  from cellular phones and video game consoles to web servers and supercomputers.
The dominant general-purpose personal computer operating system is Microsoft Windows with a market share of around 76.45%. macOS by Apple Inc. is in second place (17.72%), and the varieties of Linux are collectively in third place (1.73%). In the mobile sector (including smartphones and tablets), Android's share is up to 72% in the year 2020. According to third quarter 2016 data, Android's share on smartphones is dominant with 87.5 percent with a growth rate of 10.3 percent per year, followed by Apple's iOS with 12.1 percent with per year decrease in market share of 5.2 percent, while other operating systems amount to just 0.3 percent. Linux distributions are dominant in the server and supercomputing sectors. Other specialized classes of operating systems (special-purpose operating systems), such as embedded and real-time systems, exist for many applications. Security-focused operating systems also exist. Some operating systems have low system requirements (e.g. light-weight Linux distribution). Others may have higher system requirements.
Some operating systems require installation or may come pre-installed with purchased computers (OEM-installation), whereas others may run directly from media (i.e. live CD) or flash memory (i.e. USB stick).",Operating system,0,1,"['operating', 'os', 'software', 'manages', 'hardware', 'software', 'resources', 'common', 'services', 'programs', 'timesharing', 'operating', 'systems', 'schedule', 'tasks', 'efficient', 'include', 'accounting', 'software', 'cost', 'allocation', 'processor', 'time', 'mass', 'storage', 'printing', 'resources', 'hardware', 'functions', 'input', 'output', 'memory', 'allocation', 'operating', 'acts', 'intermediary', 'programs', 'hardware', 'application', 'code', 'executed', 'hardware', 'frequently', 'calls', 'os', 'function', 'interrupted', 'operating', 'systems', 'devices', 'cellular', 'phones', 'video', 'game', 'consoles', 'web', 'servers', 'supercomputers', 'dominant', 'generalpurpose', 'personal', 'operating', 'microsoft', 'windows', 'market', 'share', 'macos', 'apple', 'place', 'varieties', 'linux', 'collectively', 'place', 'mobile', 'sector', 'including', 'smartphones', 'tablets', 'androids', 'share', 'year', 'quarter', 'data', 'androids', 'share', 'smartphones', 'dominant', 'percent', 'growth', 'rate', 'percent', 'year', 'apples', 'ios', 'percent', 'year', 'decrease', 'market', 'share', 'percent', 'operating', 'systems', 'percent', 'linux', 'distributions', 'dominant', 'server', 'supercomputing', 'sectors', 'specialized', 'classes', 'operating', 'systems', 'specialpurpose', 'operating', 'systems', 'embedded', 'realtime', 'systems', 'exist', 'applications', 'securityfocused', 'operating', 'systems', 'exist', 'operating', 'systems', 'requirements', 'lightweight', 'linux', 'distribution', 'higher', 'requirements', 'operating', 'systems', 'require', 'installation', 'preinstalled', 'purchased', 'computers', 'oeminstallation', 'media', 'live', 'cd', 'flash', 'memory', 'usb', 'stick']"
1072,65692,"An operational definition specifies concrete, replicable procedures designed to represent a construct. In the words of American psychologist S.S. Stevens (1935), ""An operation is the performance which we execute in order to make known a concept."" For example, an operational definition of ""fear"" (the construct) often includes measurable physiologic responses that occur in response to a perceived threat. Thus, ""fear"" might be operationally defined as specified changes in heart rate, galvanic skin response, pupil dilation, and blood pressure.

",Operational definition,0,1,"['operational', 'definition', 'specifies', 'concrete', 'replicable', 'procedures', 'designed', 'represent', 'construct', 'american', 'psychologist', 'ss', 'stevens', 'operation', 'performance', 'execute', 'order', 'concept', 'operational', 'definition', 'fear', 'construct', 'includes', 'measurable', 'physiologic', 'responses', 'occur', 'response', 'perceived', 'threat', 'fear', 'operationally', 'defined', 'heart', 'rate', 'galvanic', 'skin', 'response', 'pupil', 'dilation', 'blood', 'pressure']"
1074,49091,"Optical character recognition or optical character reader (OCR) is the electronic or mechanical conversion of images of typed, handwritten or printed text into machine-encoded text, whether from a scanned document, a photo of a document, a scene-photo (for example the text on signs and billboards in a landscape photo) or from subtitle text superimposed on an image (for example: from a television broadcast).Widely used as a form of data entry from printed paper data records – whether passport documents, invoices, bank statements, computerized receipts, business cards, mail, printouts of static-data, or any suitable documentation – it is a common method of digitizing printed texts so that they can be electronically edited, searched, stored more compactly, displayed on-line, and used in machine processes such as cognitive computing, machine translation, (extracted) text-to-speech, key data and text mining. OCR is a field of research in pattern recognition, artificial intelligence and computer vision.
Early versions needed to be trained with images of each character, and worked on one font at a time. Advanced systems capable of producing a high degree of recognition accuracy for most fonts are now common, and with support for a variety of digital image file format inputs. Some systems are capable of reproducing formatted output that closely approximates the original page including images, columns, and other non-textual components.",Optical character recognition,0,1,"['optical', 'character', 'recognition', 'optical', 'character', 'reader', 'ocr', 'electronic', 'mechanical', 'conversion', 'images', 'typed', 'handwritten', 'printed', 'text', 'machineencoded', 'text', 'scanned', 'document', 'photo', 'document', 'scenephoto', 'text', 'signs', 'billboards', 'landscape', 'photo', 'subtitle', 'text', 'superimposed', 'image', 'television', 'broadcastwidely', 'form', 'data', 'entry', 'printed', 'paper', 'data', 'records', 'passport', 'documents', 'invoices', 'bank', 'statements', 'computerized', 'receipts', 'business', 'cards', 'mail', 'printouts', 'staticdata', 'suitable', 'documentation', 'common', 'method', 'digitizing', 'printed', 'texts', 'electronically', 'edited', 'searched', 'stored', 'compactly', 'displayed', 'online', 'machine', 'processes', 'cognitive', 'computing', 'machine', 'translation', 'extracted', 'texttospeech', 'key', 'data', 'text', 'mining', 'ocr', 'field', 'pattern', 'recognition', 'artificial', 'intelligence', 'vision', 'early', 'versions', 'needed', 'trained', 'images', 'character', 'worked', 'font', 'time', 'advanced', 'systems', 'capable', 'producing', 'high', 'degree', 'recognition', 'accuracy', 'fonts', 'common', 'support', 'variety', 'digital', 'image', 'file', 'format', 'inputs', 'systems', 'capable', 'reproducing', 'formatted', 'output', 'closely', 'approximates', 'original', 'including', 'images', 'columns', 'nontextual', 'components']"
1075,51687009,"Oracle Cloud is a cloud computing service offered by Oracle Corporation providing servers, storage, network, applications and services through a global network of Oracle Corporation managed data centers. The company allows these services to be provisioned on demand over the Internet. 
Oracle Cloud provides Infrastructure as a Service (IaaS), Platform as a Service (PaaS), Software as a Service (SaaS), and Data as a Service (DaaS). These services are used to build, deploy, integrate, and extend applications in the cloud. This platform supports numerous open standards (SQL, HTML5, REST, etc.), open-source applications (Kubernetes, Spark, Hadoop, Kafka, MySQL, Terraform, etc.), and a variety of programming languages, databases, tools, and frameworks including Oracle-specific, Open Source, and third-party software and systems.

",Oracle Cloud,0,1,"['oracle', 'cloud', 'cloud', 'computing', 'service', 'offered', 'oracle', 'corporation', 'providing', 'servers', 'storage', 'network', 'applications', 'services', 'global', 'network', 'oracle', 'corporation', 'managed', 'data', 'centers', 'company', 'services', 'provisioned', 'demand', 'internet', 'oracle', 'cloud', 'infrastructure', 'service', 'iaas', 'platform', 'service', 'paas', 'software', 'service', 'saas', 'data', 'service', 'daas', 'services', 'build', 'deploy', 'integrate', 'extend', 'applications', 'cloud', 'platform', 'supports', 'numerous', 'open', 'standards', 'sql', 'html', 'rest', 'opensource', 'applications', 'kubernetes', 'spark', 'hadoop', 'kafka', 'mysql', 'terraform', 'variety', 'programming', 'languages', 'databases', 'tools', 'frameworks', 'including', 'oraclespecific', 'open', 'source', 'thirdparty', 'software', 'systems']"
1076,8740192,"Oracle Data Mining (ODM) is an option of Oracle Database Enterprise Edition. It contains several data mining and data analysis algorithms for classification, prediction, regression, associations, feature selection, anomaly detection, feature extraction, and specialized analytics. It provides means for the creation, management and operational deployment of data mining models inside the database environment.",Oracle Data Mining,0,1,"['oracle', 'data', 'mining', 'odm', 'option', 'oracle', 'database', 'enterprise', 'edition', 'data', 'mining', 'data', 'analysis', 'algorithms', 'classification', 'prediction', 'regression', 'associations', 'feature', 'selection', 'anomaly', 'detection', 'feature', 'extraction', 'specialized', 'analytics', 'creation', 'management', 'operational', 'deployment', 'data', 'mining', 'models', 'database', 'environment']"
1077,2539154,"Orange is an open-source data visualization, machine learning and data mining toolkit. It features a visual programming front-end for explorative rapid qualitative data analysis and interactive data visualization.",Orange (software),0,1,"['orange', 'opensource', 'data', 'visualization', 'machine', 'learning', 'data', 'mining', 'toolkit', 'features', 'visual', 'programming', 'frontend', 'explorative', 'rapid', 'qualitative', 'data', 'analysis', 'interactive', 'data', 'visualization']"
1079,6585513,"The following outline is provided as an overview of and topical guide to artificial intelligence:
Artificial intelligence (AI) – intelligence exhibited by machines or software. It is also the name of the scientific field which studies how to create computers and computer software that are capable of intelligent behaviour.",Outline of artificial intelligence,0,1,"['outline', 'overview', 'topical', 'guide', 'artificial', 'intelligence', 'artificial', 'intelligence', 'ai', 'intelligence', 'exhibited', 'machines', 'software', 'scientific', 'field', 'studies', 'create', 'computers', 'software', 'capable', 'intelligent', 'behaviour']"
1080,169633,"Computer science (also called computing science) is the study of the theoretical foundations of information and computation and their implementation and application in computer systems. One well known subject classification system for computer science is the ACM Computing Classification System devised by the Association for Computing Machinery.

",Outline of computer science,0,1,"['science', 'called', 'computing', 'science', 'study', 'theoretical', 'foundations', 'computation', 'implementation', 'application', 'systems', 'subject', 'classification', 'science', 'acm', 'computing', 'classification', 'devised', 'association', 'computing', 'machinery']"
1081,53587467,"The following outline is provided as an overview of and topical guide to machine learning. Machine learning is a subfield of soft computing within computer science that evolved from the study of pattern recognition and computational learning theory in artificial intelligence. In 1959, Arthur Samuel defined machine learning as a ""field of study that gives computers the ability to learn without being explicitly programmed"". Machine learning explores the study and construction of algorithms that can learn from and make predictions on data. Such algorithms operate by building a model from an example training set of input observations in order to make data-driven predictions or decisions expressed as outputs, rather than following strictly static program instructions.",Outline of machine learning,0,1,"['outline', 'overview', 'topical', 'guide', 'machine', 'learning', 'machine', 'learning', 'subfield', 'soft', 'computing', 'science', 'evolved', 'study', 'pattern', 'recognition', 'computational', 'learning', 'theory', 'artificial', 'intelligence', 'arthur', 'samuel', 'defined', 'machine', 'learning', 'field', 'study', 'computers', 'ability', 'learn', 'explicitly', 'programmed', 'machine', 'learning', 'explores', 'study', 'construction', 'algorithms', 'learn', 'predictions', 'data', 'algorithms', 'operate', 'building', 'model', 'training', 'set', 'input', 'observations', 'order', 'datadriven', 'predictions', 'decisions', 'expressed', 'outputs', 'strictly', 'static', 'program', 'instructions']"
1082,173332,"In mathematical modeling, overfitting is ""the production of an analysis that corresponds too closely or exactly to a particular set of data, and may therefore fail to fit to additional data or predict future observations reliably"". An overfitted model is a mathematical model that contains more parameters than can be justified by the data. The essence of overfitting is to have unknowingly extracted some of the residual variation (i.e., the noise) as if that variation represented underlying model structure.: 45 Underfitting occurs when a mathematical model cannot adequately capture the underlying structure of the data. An under-fitted model is a model where some parameters or terms that would appear in a correctly specified model are missing. Under-fitting would occur, for example, when fitting a linear model to non-linear data. Such a model will tend to have poor predictive performance.
The possibility of over-fitting exists because the criterion used for selecting the model is not the same as the criterion used to judge the suitability of a model. For example, a model might be selected by maximizing its performance on some set of training data, and yet its suitability might be determined by its ability to perform well on unseen data; then over-fitting occurs when a model begins to ""memorize"" training data rather than ""learning"" to generalize from a trend. 
As an extreme example, if the number of parameters is the same as or greater than the number of observations, then a model can perfectly predict the training data simply by memorizing the data in its entirety. (For an illustration, see Figure 2.) Such a model, though, will typically fail severely when making predictions. 
The potential for overfitting depends not only on the number of parameters and data but also the conformability of the model structure with the data shape, and the magnitude of model error compared to the expected level of noise or error in the data. Even when the fitted model does not have an excessive number of parameters, it is to be expected that the fitted relationship will appear to perform less well on a new data set than on the data set used for fitting (a phenomenon sometimes known as shrinkage). In particular, the value of the coefficient of determination will shrink relative to the original data.
To lessen the chance or amount of overfitting, several techniques are available (e.g., model comparison, cross-validation, regularization, early stopping, pruning, Bayesian priors, or dropout). The basis of some techniques is either (1) to explicitly penalize overly complex models or (2) to test the model's ability to generalize by evaluating its performance on a set of data not used for training, which is assumed to approximate the typical unseen data that a model will encounter.

",Overfitting,0,1,"['mathematical', 'modeling', 'overfitting', 'production', 'analysis', 'corresponds', 'closely', 'set', 'data', 'fail', 'fit', 'additional', 'data', 'predict', 'future', 'observations', 'reliably', 'overfitted', 'model', 'mathematical', 'model', 'parameters', 'justified', 'data', 'essence', 'overfitting', 'unknowingly', 'extracted', 'residual', 'variation', 'noise', 'variation', 'represented', 'underlying', 'model', 'structure', 'underfitting', 'occurs', 'mathematical', 'model', 'adequately', 'capture', 'underlying', 'structure', 'data', 'underfitted', 'model', 'model', 'parameters', 'terms', 'correctly', 'model', 'missing', 'underfitting', 'occur', 'fitting', 'linear', 'model', 'nonlinear', 'data', 'model', 'tend', 'poor', 'predictive', 'performance', 'possibility', 'overfitting', 'exists', 'criterion', 'selecting', 'model', 'criterion', 'judge', 'suitability', 'model', 'model', 'selected', 'maximizing', 'performance', 'set', 'training', 'data', 'suitability', 'determined', 'ability', 'perform', 'unseen', 'data', 'overfitting', 'occurs', 'model', 'memorize', 'training', 'data', 'learning', 'generalize', 'trend', 'extreme', 'number', 'parameters', 'greater', 'number', 'observations', 'model', 'perfectly', 'predict', 'training', 'data', 'simply', 'memorizing', 'data', 'entirety', 'illustration', 'figure', 'model', 'typically', 'fail', 'severely', 'making', 'predictions', 'potential', 'overfitting', 'depends', 'number', 'parameters', 'data', 'conformability', 'model', 'structure', 'data', 'shape', 'magnitude', 'model', 'error', 'compared', 'expected', 'level', 'noise', 'error', 'data', 'fitted', 'model', 'excessive', 'number', 'parameters', 'expected', 'fitted', 'relationship', 'perform', 'data', 'set', 'data', 'set', 'fitting', 'phenomenon', 'shrinkage', 'coefficient', 'determination', 'shrink', 'relative', 'original', 'data', 'lessen', 'chance', 'overfitting', 'techniques', 'model', 'comparison', 'crossvalidation', 'regularization', 'early', 'stopping', 'pruning', 'bayesian', 'priors', 'dropout', 'basis', 'techniques', 'explicitly', 'penalize', 'overly', 'complex', 'models', 'test', 'models', 'ability', 'generalize', 'evaluating', 'performance', 'set', 'data', 'training', 'assumed', 'approximate', 'typical', 'unseen', 'data', 'model', 'encounter']"
